season,week,day_of_week,time_of_game,primetime,playoff_game,team_home,score_home,score_away,team_away,team_favored_id,point_spread,total_line,stadium,game_location,stadium_neutral,weather_temp,wind_mph,indoor,point_differential,total_points_scored,favorite,total_result,result,cover_result,team_favored_id_int,spread_category,winner,loser,cover_id
2022,1,6,1:00 PM,0,0,ATL,26,27,NO,NO,-5.5,44,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,-1,53,0,1,0,1,23,Medium Spread,NO,ATL,ATL
2022,1,6,1:00 PM,0,0,CAR,24,26,CLE,CAR,-1,42,Bank of America Stadium,"Charlotte, North Carolina",0,80,9,0,-2,50,1,1,0,0,5,Low Spread,CLE,CAR,CLE
2022,1,6,1:00 PM,0,0,CHI,19,10,SF,SF,-6.5,38,Soldier Field,"Chicago, Illinois",0,68,9,0,9,29,0,0,1,1,30,Medium Spread,CHI,SF,CHI
2022,1,6,1:00 PM,0,0,CIN,20,23,PIT,CIN,-7,44.5,Paycor Stadium,"Cincinatti, Ohio",0,75,4,0,-3,43,1,0,0,0,7,Medium Spread,PIT,CIN,PIT
2022,1,6,8:30 PM,1,0,DAL,3,19,TB,TB,-2.5,49.5,AT&T Stadium,"Arlington, Texas",0,72,0,1,-16,22,0,0,0,0,31,Low Spread,TB,DAL,TB
2022,1,6,1:00 PM,0,0,DET,35,38,PHI,PHI,-5.5,48.5,Ford Field,"Detroit, Michigan",0,72,0,1,-3,73,0,1,0,1,26,Medium Spread,PHI,DET,DET
2022,1,6,1:00 PM,0,0,HOU,20,20,IND,IND,-7,45.5,NRG Stadium,"Houston, Texas",0,72,0,1,0,40,0,0,0,1,14,Medium Spread,Tie,Tie,HOU
2022,1,6,4:30 PM,0,0,LAC,24,19,LVR,LAC,-3.5,52.5,SoFi Stadium,"Los Angeles, California",0,72,0,1,5,43,1,0,1,1,17,Medium Spread,LAC,LVR,LAC
2022,1,6,1:00 PM,0,0,MIA,20,7,NE,MIA,-3,46.5,Hard Rock Stadium,"Miami Gardens, Florida",0,90,10,0,13,27,1,0,1,1,20,Low Spread,MIA,NE,MIA
2022,1,6,4:30 PM,0,0,MIN,23,7,GB,MIN,-2,46.5,U.S. Bank Stadium,"Minneapolis, Minnesota",0,72,0,1,16,30,1,0,1,1,21,Low Spread,MIN,GB,MIN
2022,1,6,1:00 PM,0,0,NYJ,9,24,BAL,BAL,-6.5,44,MetLife Stadium,"East Rutherford, New Jersey",0,74,3,0,-15,33,0,0,0,0,3,Medium Spread,BAL,NYJ,BAL
2022,1,6,4:30 PM,0,0,TEN,20,21,NYG,TEN,-5.5,44,Nissan Stadium,"Nashville, Tennessee",0,78,6,0,-1,41,1,0,0,0,32,Medium Spread,NYG,TEN,NYG
2022,1,6,1:00 PM,0,0,WAS,28,22,JAX,WAS,-3,43,FedEx Field,"Landover, Maryland",0,74,5,0,6,50,1,1,1,1,33,Low Spread,WAS,JAX,WAS
2022,1,0,8:30 PM,1,0,SEA,17,16,DEN,DEN,-6,44,Lumen Field,"Seattle, Washington",0,75,4,0,1,33,0,0,1,1,10,Medium Spread,SEA,DEN,SEA
2022,2,3,8:30 PM,1,0,KC,27,24,LAC,KC,-4,52.5,Arrowhead Stadium,"Kansas City, Missouri",0,79,8,0,3,51,1,0,1,0,16,Medium Spread,KC,LAC,LAC
2022,2,6,1:00 PM,0,0,BAL,38,42,MIA,BAL,-3.5,44,M&T Bank Stadium,"Baltimore, Maryland",0,81,6,0,-4,80,1,1,0,0,3,Medium Spread,MIA,BAL,MIA
2022,2,6,1:00 PM,0,0,CLE,30,31,NYJ,CLE,-6.5,38.5,FirstEnergy Stadium,"Cleveland, Ohio",0,81,11,0,-1,61,1,1,0,0,8,Medium Spread,NYJ,CLE,NYJ
2022,2,6,4:30 PM,0,0,DAL,20,17,CIN,CIN,-7,42,AT&T Stadium,"Arlington, Texas",0,72,0,1,3,37,0,0,1,1,7,Medium Spread,DAL,CIN,DAL
2022,2,6,4:30 PM,0,0,DEN,16,9,HOU,DEN,-10,45.5,Empower Field at Mile High,"Denver, Colorado",0,80,6,0,7,25,1,0,1,0,10,High Spread,DEN,HOU,HOU
2022,2,6,1:00 PM,0,0,DET,36,27,WAS,DET,-1,48,Ford Field,"Detroit, Michigan",0,72,0,1,9,63,1,1,1,1,11,Low Spread,DET,WAS,DET
2022,2,6,8:30 PM,1,0,GB,27,10,CHI,GB,-10,42,Lambeau Field,"Green Bay, Wisconsin",0,72,6,0,17,37,1,0,1,1,12,High Spread,GB,CHI,GB
2022,2,6,1:00 PM,0,0,JAX,24,0,IND,IND,-3,43.5,EverBank Field,"Jacksonville, Florida",0,81,6,0,24,24,0,0,1,1,14,Low Spread,JAX,IND,JAX
2022,2,6,4:30 PM,0,0,LVR,23,29,ARI,LVR,-5.5,52,Allegiant Stadium,"Las Vegas, Nevada",0,72,0,1,-6,52,1,2,0,0,19,Medium Spread,ARI,LVR,ARI
2022,2,6,4:00 PM,0,0,LAR,31,27,ATL,LAR,-10,46,SoFi Stadium,"Inglewood, California",0,72,0,1,4,58,1,1,1,0,18,High Spread,LAR,ATL,ATL
2022,2,6,1:00 PM,0,0,NO,10,20,TB,TB,-2.5,43.5,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,-10,30,0,0,0,0,31,Low Spread,TB,NO,TB
2022,2,6,1:00 PM,0,0,NYG,19,16,CAR,CAR,-1,43.5,MetLife Stadium,"East Rutherford, New Jersey",0,79,10,0,3,35,0,0,1,1,5,Low Spread,NYG,CAR,NYG
2022,2,6,1:00 PM,0,0,PIT,14,17,NE,NE,-3,40,Acrisure Stadium,"Pittsburgh, Pennsylvania",0,79,3,0,-3,31,0,0,0,2,22,Low Spread,NE,PIT,Push
2022,2,6,4:00 PM,0,0,SF,27,7,SEA,SF,-8.5,39.5,Levi's Stadium,"Santa Clara, California",0,68,13,0,20,34,1,0,1,1,30,High Spread,SF,SEA,SF
2022,2,0,7:30 PM,1,0,BUF,41,7,TEN,BUF,-10,47.5,Highmark Stadium,"Orchard Park, New York",0,66,10,0,34,48,1,1,1,1,4,High Spread,BUF,TEN,BUF
2022,2,0,8:30 PM,1,0,PHI,24,7,MIN,PHI,-2.5,49.5,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,74,3,0,17,31,1,0,1,1,26,Low Spread,PHI,MIN,PHI
2022,3,3,8:30 PM,1,0,CLE,29,17,PIT,CLE,-4.5,38,FirstEnergy Stadium,"Cleveland, Ohio",0,60,17,0,12,46,1,1,1,1,8,Medium Spread,CLE,PIT,CLE
2022,3,6,4:30 PM,0,0,ARI,12,20,LAR,LAR,-3.5,48.5,State Farm Stadium,"Glendale, Arizona",0,72,0,1,-8,32,0,0,0,0,18,Medium Spread,LAR,ARI,LAR
2022,3,6,1:00 PM,0,0,CAR,22,14,NO,NO,-2,41,Bank of America Stadium,"Charlotte, North Carolina",0,68,6,0,8,36,0,0,1,1,23,Low Spread,CAR,NO,CAR
2022,3,6,1:00 PM,0,0,CHI,23,20,HOU,CHI,-3,39,Soldier Field,"Chicago, Illinois",0,65,11,0,3,43,1,1,1,2,6,Low Spread,CHI,HOU,Push
2022,3,6,8:30 PM,1,0,DEN,11,10,SF,SF,-1.5,45,Empower Field at Mile High,"Denver, Colorado",0,73,6,0,1,21,0,0,1,1,30,Low Spread,DEN,SF,DEN
2022,3,6,1:00 PM,0,0,IND,20,17,KC,KC,-5,51,Lucas Oil Stadium,"Indianapolis, Indiana",0,72,0,1,3,37,0,0,1,1,16,Medium Spread,IND,KC,IND
2022,3,6,4:00 PM,0,0,LAC,10,38,JAX,LAC,-6.5,46.5,SoFi Stadium,"Los Angeles, California",0,72,0,1,-28,48,1,1,0,0,17,Medium Spread,JAX,LAC,JAX
2022,3,6,1:00 PM,0,0,MIA,21,19,BUF,BUF,-4,54.5,Hard Rock Stadium,"Miami Gardens, Florida",0,88,6,0,2,40,0,0,1,1,4,Medium Spread,MIA,BUF,MIA
2022,3,6,1:00 PM,0,0,MIN,28,24,DET,MIN,-6.5,51.5,U.S. Bank Stadium,"Minneapolis, Minnesota",0,72,0,1,4,52,1,1,1,0,21,Medium Spread,MIN,DET,DET
2022,3,6,1:00 PM,0,0,NE,26,37,BAL,BAL,-2.5,44.5,Gillette Stadium,"Foxboro, Massachusetts",0,67,8,0,-11,63,0,1,0,0,3,Low Spread,BAL,NE,BAL
2022,3,6,1:00 PM,0,0,NYJ,12,27,CIN,CIN,-6.5,46,MetLife Stadium,"East Rutherford, New Jersey",0,70,8,0,-15,39,0,0,0,0,7,Medium Spread,CIN,NYJ,CIN
2022,3,6,4:30 PM,0,0,SEA,23,27,ATL,SEA,-1,43.5,Lumen Field,"Seattle, Washington",0,72,6,0,-4,50,1,1,0,0,29,Low Spread,ATL,SEA,ATL
2022,3,6,4:30 PM,0,0,TB,12,14,GB,TB,-1.5,42,Raymond James Stadium,"Tampa, Florida",0,89,4,0,-2,26,1,0,0,0,31,Low Spread,GB,TB,GB
2022,3,6,1:00 PM,0,0,TEN,24,22,LVR,LVR,-2,45.5,Nissan Stadium,"Nashville, Tennessee",0,77,9,0,2,46,0,1,1,1,19,Low Spread,TEN,LVR,TEN
2022,3,6,1:00 PM,0,0,WAS,8,24,PHI,PHI,-6,47.5,FedEx Field,"Landover, Maryland",0,75,9,0,-16,32,0,0,0,0,26,Medium Spread,PHI,WAS,PHI
2022,3,0,8:30 PM,1,0,NYG,16,23,DAL,NYG,-1,38.5,MetLife Stadium,"East Rutherford, New Jersey",0,66,7,0,-7,39,1,1,0,0,24,Low Spread,DAL,NYG,DAL
2022,4,3,8:30 PM,1,0,CIN,27,15,MIA,CIN,-4,49,Paycor Stadium,"Cincinatti, Ohio",0,58,5,0,12,42,1,0,1,1,7,Medium Spread,CIN,MIA,CIN
2022,4,6,1:00 PM,0,0,ATL,23,20,CLE,CLE,-1,48.5,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,3,43,0,0,1,1,8,Low Spread,ATL,CLE,ATL
2022,4,6,1:00 PM,0,0,BAL,20,23,BUF,BUF,-3,50,M&T Bank Stadium,"Baltimore, Maryland",0,57,12,0,-3,43,0,0,0,2,4,Low Spread,BUF,BAL,Push
2022,4,6,4:00 PM,0,0,CAR,16,26,ARI,CAR,-1,43.5,Bank of America Stadium,"Charlotte, North Carolina",0,64,3,0,-10,42,1,0,0,0,5,Low Spread,ARI,CAR,ARI
2022,4,6,1:00 PM,0,0,DAL,25,10,WAS,DAL,-3,41,AT&T Stadium,"Arlington, Texas",0,72,0,1,15,35,1,0,1,1,9,Low Spread,DAL,WAS,DAL
2022,4,6,1:00 PM,0,0,DET,45,48,SEA,DET,-3.5,48.5,Ford Field,"Detroit, Michigan",0,72,0,1,-3,93,1,1,0,0,11,Medium Spread,SEA,DET,SEA
2022,4,6,4:30 PM,0,0,GB,27,24,NE,GB,-9.5,40,Lambeau Field,"Green Bay, Wisconsin",0,62,8,0,3,51,1,1,1,0,12,High Spread,GB,NE,NE
2022,4,6,1:00 PM,0,0,HOU,24,34,LAC,LAC,-5.5,45,NRG Stadium,"Houston, Texas",0,72,0,1,-10,58,0,1,0,0,17,Medium Spread,LAC,HOU,LAC
2022,4,6,1:00 PM,0,0,IND,17,24,TEN,IND,-3.5,43,Lucas Oil Stadium,"Indianapolis, Indiana",0,72,0,1,-7,41,1,0,0,0,14,Medium Spread,TEN,IND,TEN
2022,4,6,4:30 PM,0,0,LVR,32,23,DEN,LVR,-2.5,45.5,Allegiant Stadium,"Las Vegas, Nevada",0,72,0,1,9,55,1,1,1,1,19,Low Spread,LVR,DEN,LVR
2022,4,6,9:30 AM,0,0,NO,25,28,MIN,MIN,-4,42,Tottenham Hotspur Stadium,"London, England",1,72,0,1,-3,53,0,1,0,1,21,Medium Spread,MIN,NO,NO
2022,4,6,1:00 PM,0,0,NYG,20,12,CHI,NYG,-3,39.5,MetLife Stadium,"East Rutherford, New Jersey",0,57,12,0,8,32,1,0,1,1,24,Low Spread,NYG,CHI,NYG
2022,4,6,1:00 PM,0,0,PHI,29,21,JAX,PHI,-6.5,44,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,55,12,0,8,50,1,1,1,1,26,Medium Spread,PHI,JAX,PHI
2022,4,6,1:00 PM,0,0,PIT,20,24,NYJ,PIT,-3,41,Acrisure Stadium,"Pittsburgh, Pennsylvania",0,57,5,0,-4,44,1,1,0,0,28,Low Spread,NYJ,PIT,NYJ
2022,4,6,8:30 PM,1,0,TB,31,41,KC,TB,-1.5,47.5,Raymond James Stadium,"Tampa, Florida",0,75,5,0,-10,72,1,1,0,0,31,Low Spread,KC,TB,KC
2022,4,0,8:30 PM,1,0,SF,24,9,LAR,SF,-1.5,42.5,Levi's Stadium,"Santa Clara, California",0,70,6,0,15,33,1,0,1,1,30,Low Spread,SF,LAR,SF
2022,5,3,8:30 PM,1,0,DEN,9,12,IND,DEN,-3,42,Empower Field at Mile High,"Denver, Colorado",0,70,3,0,-3,21,1,0,0,0,10,Low Spread,IND,DEN,IND
2022,5,6,4:30 PM,0,0,ARI,17,20,PHI,PHI,-5.5,49,State Farm Stadium,"Glendale, Arizona",0,72,0,1,-3,37,0,0,0,1,26,Medium Spread,PHI,ARI,ARI
2022,5,6,8:30 PM,1,0,BAL,19,17,CIN,BAL,-3,48,M&T Bank Stadium,"Baltimore, Maryland",0,54,3,0,2,36,1,0,1,0,3,Low Spread,BAL,CIN,CIN
2022,5,6,1:00 PM,0,0,BUF,38,3,PIT,BUF,-14,44.5,Highmark Stadium,"Orchard Park, New York",0,53,16,0,35,41,1,0,1,1,4,High Spread,BUF,PIT,BUF
2022,5,6,4:00 PM,0,0,CAR,15,37,SF,SF,-6,40,Bank of America Stadium,"Charlotte, North Carolina",0,65,6,0,-22,52,0,1,0,0,30,Medium Spread,SF,CAR,SF
2022,5,6,1:00 PM,0,0,CLE,28,30,LAC,LAC,-1.5,46.5,FirstEnergy Stadium,"Cleveland, Ohio",0,60,11,0,-2,58,0,1,0,0,17,Low Spread,LAC,CLE,LAC
2022,5,6,9:30 AM,0,0,GB,22,27,NYG,GB,-9,42,Tottenham Hotspur Stadium,"London, England",1,62,12,0,-5,49,1,1,0,0,12,High Spread,NYG,GB,NYG
2022,5,6,1:00 PM,0,0,JAX,6,13,HOU,JAX,-7,43.5,EverBank Field,"Jacksonville, Florida",0,81,5,0,-7,19,1,0,0,0,15,Medium Spread,HOU,JAX,HOU
2022,5,6,4:30 PM,0,0,LAR,10,22,DAL,LAR,-5,41.5,SoFi Stadium,"Inglewood, California",0,72,0,1,-12,32,1,0,0,0,18,Medium Spread,DAL,LAR,DAL
2022,5,6,1:00 PM,0,0,MIN,29,22,CHI,MIN,-8.5,44,U.S. Bank Stadium,"Minneapolis, Minnesota",0,72,0,1,7,51,1,1,1,0,21,High Spread,MIN,CHI,CHI
2022,5,6,1:00 PM,0,0,NE,29,0,DET,NE,-3,47,Gillette Stadium,"Foxboro, Massachusetts",0,59,10,0,29,29,1,0,1,1,22,Low Spread,NE,DET,NE
2022,5,6,1:00 PM,0,0,NO,39,32,SEA,NO,-5.5,45,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,7,71,1,1,1,1,23,Medium Spread,NO,SEA,NO
2022,5,6,1:00 PM,0,0,NYJ,40,17,MIA,MIA,-3,46,MetLife Stadium,"East Rutherford, New Jersey",0,61,10,0,23,57,0,1,1,1,20,Low Spread,NYJ,MIA,NYJ
2022,5,6,1:00 PM,0,0,TB,21,15,ATL,TB,-10.5,46,Raymond James Stadium,"Tampa, Florida",0,84,3,0,6,36,1,0,1,0,31,High Spread,TB,ATL,ATL
2022,5,6,1:00 PM,0,0,WAS,17,21,TEN,TEN,-1,43,FedEx Field,"Landover, Maryland",0,62,7,0,-4,38,0,0,0,0,32,Low Spread,TEN,WAS,TEN
2022,5,0,8:30 PM,1,0,KC,30,29,LVR,KC,-7,51.5,Arrowhead Stadium,"Kansas City, Missouri",0,72,4,0,1,59,1,1,1,0,16,Medium Spread,KC,LVR,LVR
2022,6,3,8:30 PM,1,0,CHI,7,12,WAS,WAS,-1,38,Soldier Field,"Chicago, Illinois",0,47,14,0,-5,19,0,0,0,0,33,Low Spread,WAS,CHI,WAS
2022,6,6,1:00 PM,0,0,ATL,28,14,SF,SF,-4,45.5,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,14,42,0,0,1,1,30,Medium Spread,ATL,SF,ATL
2022,6,6,1:00 PM,0,0,CLE,15,38,NE,CLE,-2.5,43,FirstEnergy Stadium,"Cleveland, Ohio",0,64,9,0,-23,53,1,1,0,0,8,Low Spread,NE,CLE,NE
2022,6,6,1:00 PM,0,0,GB,10,27,NYJ,GB,-7.5,45,Lambeau Field,"Green Bay, Wisconsin",0,48,10,0,-17,37,1,0,0,0,12,Medium Spread,NYJ,GB,NYJ
2022,6,6,1:00 PM,0,0,IND,34,27,JAX,IND,-1,41,Lucas Oil Stadium,"Indianapolis, Indiana",0,72,0,1,7,61,1,1,1,1,14,Low Spread,IND,JAX,IND
2022,6,6,4:30 PM,0,0,KC,20,24,BUF,BUF,-2.5,54,Arrowhead Stadium,"Kansas City, Missouri",0,64,13,0,-4,44,0,0,0,0,4,Low Spread,BUF,KC,BUF
2022,6,6,4:00 PM,0,0,LAR,24,10,CAR,LAR,-10,41,SoFi Stadium,"Inglewood, California",0,72,0,1,14,34,1,0,1,1,18,High Spread,LAR,CAR,LAR
2022,6,6,1:00 PM,0,0,MIA,16,24,MIN,MIN,-3,45,Hard Rock Stadium,"Miami Gardens, Florida",0,84,12,0,-8,40,0,0,0,0,21,Low Spread,MIN,MIA,MIN
2022,6,6,1:00 PM,0,0,NO,26,30,CIN,CIN,-3,42.5,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,-4,56,0,1,0,0,7,Low Spread,CIN,NO,CIN
2022,6,6,1:00 PM,0,0,NYG,24,20,BAL,BAL,-5.5,45.5,MetLife Stadium,"East Rutherford, New Jersey",0,62,2,0,4,44,0,0,1,1,3,Medium Spread,NYG,BAL,NYG
2022,6,6,8:30 PM,1,0,PHI,26,17,DAL,PHI,-6.5,42.5,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,59,1,0,9,43,1,1,1,1,26,Medium Spread,PHI,DAL,PHI
2022,6,6,1:00 PM,0,0,PIT,20,18,TB,TB,-10,46.5,Acrisure Stadium,"Pittsburgh, Pennsylvania",0,61,2,0,2,38,0,0,1,1,31,High Spread,PIT,TB,PIT
2022,6,6,4:00 PM,0,0,SEA,19,9,ARI,ARI,-2.5,50.5,Lumen Field,"Seattle, Washington",0,77,3,0,10,28,0,0,1,1,1,Low Spread,SEA,ARI,SEA
2022,6,0,8:30 PM,1,0,LAC,19,16,DEN,LAC,-4,45.5,SoFi Stadium,"Los Angeles, California",0,72,0,1,3,35,1,0,1,0,17,Medium Spread,LAC,DEN,DEN
2022,7,3,8:30 PM,1,0,ARI,42,34,NO,ARI,-2.5,43.5,State Farm Stadium,"Glendale, Arizona",0,72,0,1,8,76,1,1,1,1,1,Low Spread,ARI,NO,ARI
2022,7,6,1:00 PM,0,0,BAL,23,20,CLE,BAL,-6.5,46.5,M&T Bank Stadium,"Baltimore, Maryland",0,65,8,0,3,43,1,0,1,0,3,Medium Spread,BAL,CLE,CLE
2022,7,6,1:00 PM,0,0,CAR,21,3,TB,TB,-13,39.5,Bank of America Stadium,"Charlotte, North Carolina",0,72,3,0,18,24,0,0,1,1,31,High Spread,CAR,TB,CAR
2022,7,6,1:00 PM,0,0,CIN,35,17,ATL,CIN,-6.5,47.5,Paycor Stadium,"Cincinatti, Ohio",0,73,8,0,18,52,1,1,1,1,7,Medium Spread,CIN,ATL,CIN
2022,7,6,1:00 PM,0,0,DAL,24,6,DET,DAL,-7,49.5,AT&T Stadium,"Arlington, Texas",0,72,0,1,18,30,1,0,1,1,9,Medium Spread,DAL,DET,DAL
2022,7,6,4:00 PM,0,0,DEN,9,16,NYJ,NYJ,-2,37,Empower Field at Mile High,"Denver, Colorado",0,67,7,0,-7,25,0,0,0,0,25,Low Spread,NYJ,DEN,NYJ
2022,7,6,1:00 PM,0,0,JAX,17,23,NYG,JAX,-3,43.5,EverBank Field,"Jacksonville, Florida",0,76,2,0,-6,40,1,0,0,0,15,Low Spread,NYG,JAX,NYG
2022,7,6,4:00 PM,0,0,LVR,38,20,HOU,LVR,-7,46,Allegiant Stadium,"Las Vegas, Nevada",0,72,0,1,18,58,1,1,1,1,19,Medium Spread,LVR,HOU,LVR
2022,7,6,4:30 PM,0,0,LAC,23,37,SEA,LAC,-4.5,51,SoFi Stadium,"Los Angeles, California",0,72,0,1,-14,60,1,1,0,0,17,Medium Spread,SEA,LAC,SEA
2022,7,6,8:30 PM,1,0,MIA,16,10,PIT,MIA,-7,44,Hard Rock Stadium,"Miami Gardens, Florida",0,77,8,0,6,26,1,0,1,0,20,Medium Spread,MIA,PIT,PIT
2022,7,6,4:30 PM,0,0,SF,23,44,KC,KC,-1,49,Levi's Stadium,"Santa Clara, California",0,67,7,0,-21,67,0,1,0,0,16,Low Spread,KC,SF,KC
2022,7,6,1:00 PM,0,0,TEN,19,10,IND,TEN,-2.5,42.5,Nissan Stadium,"Nashville, Tennessee",0,73,10,0,9,29,1,0,1,1,32,Low Spread,TEN,IND,TEN
2022,7,6,1:00 PM,0,0,WAS,23,21,GB,GB,-4,41.5,FedEx Field,"Landover, Maryland",0,62,7,0,2,44,0,1,1,1,12,Medium Spread,WAS,GB,WAS
2022,7,0,8:30 PM,1,0,NE,14,33,CHI,NE,-8.5,40,Gillette Stadium,"Foxboro, Massachusetts",0,57,3,0,-19,47,1,1,0,0,22,High Spread,CHI,NE,CHI
2022,8,3,8:30 PM,1,0,TB,22,27,BAL,TB,-2,46,Raymond James Stadium,"Tampa, Florida",0,79,2,0,-5,49,1,1,0,0,31,Low Spread,BAL,TB,BAL
2022,8,6,1:00 PM,0,0,ATL,37,34,CAR,ATL,-4,41,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,3,71,1,1,1,0,2,Medium Spread,ATL,CAR,CAR
2022,8,6,8:30 PM,1,0,BUF,27,17,GB,BUF,-10.5,47,Highmark Stadium,"Orchard Park, New York",0,48,6,0,10,44,1,0,1,0,4,High Spread,BUF,GB,GB
2022,8,6,1:00 PM,0,0,DAL,49,29,CHI,DAL,-10,42.5,AT&T Stadium,"Arlington, Texas",0,72,0,1,20,78,1,1,1,1,9,High Spread,DAL,CHI,DAL
2022,8,6,1:00 PM,0,0,DET,27,31,MIA,MIA,-3.5,52,Ford Field,"Detroit, Michigan",0,72,0,1,-4,58,0,1,0,0,20,Medium Spread,MIA,DET,MIA
2022,8,6,4:00 PM,0,0,HOU,10,17,TEN,TEN,-1,39.5,NRG Stadium,"Houston, Texas",0,72,0,1,-7,27,0,0,0,0,32,Low Spread,TEN,HOU,TEN
2022,8,6,4:30 PM,0,0,IND,16,17,WAS,IND,-3,40,Lucas Oil Stadium,"Indianapolis, Indiana",0,72,0,1,-1,33,1,0,0,0,14,Low Spread,WAS,IND,WAS
2022,8,6,9:30 AM,0,0,JAX,17,21,DEN,JAX,-1,40.5,Wembley Stadium,"London, England",1,61,13,0,-4,38,1,0,0,0,15,Low Spread,DEN,JAX,DEN
2022,8,6,4:30 PM,0,0,LAR,14,31,SF,LAR,-1,42,SoFi Stadium,"Inglewood, California",0,72,0,1,-17,45,1,1,0,0,18,Low Spread,SF,LAR,SF
2022,8,6,1:00 PM,0,0,MIN,34,26,ARI,MIN,-4,48.5,U.S. Bank Stadium,"Minneapolis, Minnesota",0,72,0,1,8,60,1,1,1,1,21,Medium Spread,MIN,ARI,MIN
2022,8,6,1:00 PM,0,0,NO,24,0,LVR,LVR,-1,48.5,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,24,24,0,0,1,1,19,Low Spread,NO,LVR,NO
2022,8,6,1:00 PM,0,0,NYJ,17,22,NE,NE,-3,40,MetLife Stadium,"East Rutherford, New Jersey",0,60,2,0,-5,39,0,0,0,0,22,Low Spread,NE,NYJ,NE
2022,8,6,1:00 PM,0,0,PHI,35,13,PIT,PHI,-11.5,43,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,60,1,0,22,48,1,1,1,1,26,High Spread,PHI,PIT,PHI
2022,8,6,4:30 PM,0,0,SEA,27,13,NYG,SEA,-3,44.5,Lumen Field,"Seattle, Washington",0,53,9,0,14,40,1,0,1,1,29,Low Spread,SEA,NYG,SEA
2022,8,0,8:30 PM,1,0,CLE,32,13,CIN,CIN,-3,45,FirstEnergy Stadium,"Cleveland, Ohio",0,63,6,0,19,45,0,2,1,1,7,Low Spread,CLE,CIN,CLE
2022,9,3,8:30 PM,1,0,HOU,17,29,PHI,PHI,-14,45.5,NRG Stadium,"Houston, Texas",0,72,0,1,-12,46,0,1,0,1,26,High Spread,PHI,HOU,HOU
2022,9,6,4:00 PM,0,0,ARI,21,31,SEA,ARI,-2,49,State Farm Stadium,"Glendale, Arizona",0,72,0,1,-10,52,1,1,0,0,1,Low Spread,SEA,ARI,SEA
2022,9,6,1:00 PM,0,0,ATL,17,20,LAC,LAC,-2.5,49.5,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,-3,37,0,0,0,0,17,Low Spread,LAC,ATL,LAC
2022,9,6,1:00 PM,0,0,CHI,32,35,MIA,MIA,-4,46,Soldier Field,"Chicago, Illinois",0,58,17,0,-3,67,0,1,0,1,20,Medium Spread,MIA,CHI,CHI
2022,9,6,1:00 PM,0,0,CIN,42,21,CAR,CIN,-7,42.5,Paycor Stadium,"Cincinatti, Ohio",0,69,9,0,21,63,1,1,1,1,7,Medium Spread,CIN,CAR,CIN
2022,9,6,1:00 PM,0,0,DET,15,9,GB,GB,-4,49.5,Ford Field,"Detroit, Michigan",0,72,0,1,6,24,0,0,1,1,12,Medium Spread,DET,GB,DET
2022,9,6,1:00 PM,0,0,JAX,27,20,LVR,LVR,-2.5,48,EverBank Field,"Jacksonville, Florida",0,80,8,0,7,47,0,0,1,1,19,Low Spread,JAX,LVR,JAX
2022,9,6,8:30 PM,1,0,KC,20,17,TEN,KC,-14,45,Arrowhead Stadium,"Kansas City, Missouri",0,52,7,0,3,37,1,0,1,0,16,High Spread,KC,TEN,TEN
2022,9,6,1:00 PM,0,0,NE,26,3,IND,NE,-5,40,Gillette Stadium,"Foxboro, Massachusetts",0,73,13,0,23,29,1,0,1,1,22,Medium Spread,NE,IND,NE
2022,9,6,1:00 PM,0,0,NYJ,20,17,BUF,BUF,-10.5,46,MetLife Stadium,"East Rutherford, New Jersey",0,72,7,0,3,37,0,0,1,1,4,High Spread,NYJ,BUF,NYJ
2022,9,6,4:30 PM,0,0,TB,16,13,LAR,TB,-3,42.5,Raymond James Stadium,"Tampa, Florida",0,86,4,0,3,29,1,0,1,2,31,Low Spread,TB,LAR,Push
2022,9,6,1:00 PM,0,0,WAS,17,20,MIN,MIN,-3,43.5,FedEx Field,"Landover, Maryland",0,74,9,0,-3,37,0,0,0,2,21,Low Spread,MIN,WAS,Push
2022,9,0,8:30 PM,1,0,NO,13,27,BAL,BAL,-1.5,46,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,-14,40,0,0,0,0,3,Low Spread,BAL,NO,BAL
2022,10,3,8:30 PM,1,0,CAR,25,15,ATL,ATL,-2.5,41.5,Bank of America Stadium,"Charlotte, North Carolina",0,60,8,0,10,40,0,0,1,1,2,Low Spread,CAR,ATL,CAR
2022,10,6,1:00 PM,0,0,BUF,30,33,MIN,BUF,-6,46,Highmark Stadium,"Orchard Park, New York",0,35,9,0,-3,63,1,1,0,0,4,Medium Spread,MIN,BUF,MIN
