,Unnamed: 0,game_date,season,week,day_of_week,time_of_game,primetime,playoff_game,team_home,score_home,score_away,team_away,team_favored_id,point_spread,total_line,stadium,game_location,stadium_capacity,stadium_latitude,stadium_longitude,stadium_elevation,stadium_neutral,weather_temp,wind_mph,indoor,point_differential,total_points_scored,favorite,total_result,result,cover_result,team_favored_id_int,spread_category,winner,loser,cover_id
947,947,11/10/19,2019,10,6,1:00 PM,0,0,TEN,35,32,KC,KC,-6.0,49.0,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,62,9,0,3,67,0,1,1,1,16,Medium Spread,TEN,KC,TEN
948,948,11/11/19,2019,10,0,8:30 PM,1,0,SF,24,27,SEA,SF,-6.5,46.5,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,75,3,0,-3,51,1,1,0,0,30,Medium Spread,SEA,SF,SEA
949,949,11/14/19,2019,11,3,8:30 PM,1,0,CLE,21,7,PIT,CLE,-3.0,41.5,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,37,6,0,14,28,1,0,1,1,8,Low Spread,CLE,PIT,CLE
950,950,11/17/19,2019,11,6,1:00 PM,0,0,BAL,41,7,HOU,BAL,-4.5,51.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,42,8,0,34,48,1,0,1,1,3,Medium Spread,BAL,HOU,BAL
951,951,11/17/19,2019,11,6,1:00 PM,0,0,CAR,3,29,ATL,CAR,-4.0,49.0,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,52,10,0,-26,32,1,0,0,0,5,Medium Spread,ATL,CAR,ATL
952,952,11/17/19,2019,11,6,1:00 PM,0,0,DET,27,35,DAL,DAL,-7.0,46.5,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,-8,62,0,1,0,0,9,Medium Spread,DAL,DET,DAL
953,953,11/17/19,2019,11,6,1:00 PM,0,0,IND,33,13,JAX,IND,-2.5,41.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,20,46,1,1,1,1,14,Low Spread,IND,JAX,IND
954,954,11/17/19,2019,11,6,8:30 PM,1,0,LAR,17,7,CHI,LAR,-5.5,40.0,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185.0,0,85,4,0,10,24,1,0,1,1,18,Medium Spread,LAR,CHI,LAR
955,955,11/17/19,2019,11,6,1:00 PM,0,0,MIA,20,37,BUF,BUF,-7.0,41.0,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,60,7,0,-17,57,0,1,0,0,4,Medium Spread,BUF,MIA,BUF
956,956,11/17/19,2019,11,6,1:00 PM,0,0,MIN,27,23,DEN,MIN,-10.0,40.0,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,4,50,1,1,1,0,21,High Spread,MIN,DEN,DEN
957,957,11/17/19,2019,11,6,4:30 PM,0,0,LVR,17,10,CIN,LVR,-13.0,48.0,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,68,5,0,7,27,1,0,1,0,19,High Spread,LVR,CIN,CIN
958,958,11/17/19,2019,11,6,4:30 PM,0,0,PHI,10,17,NE,NE,-4.5,45.0,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,42,8,0,-7,27,0,0,0,0,22,Medium Spread,NE,PHI,NE
959,959,11/17/19,2019,11,6,4:00 PM,0,0,SF,36,26,ARI,SF,-10.0,44.0,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,68,4,0,10,62,1,1,1,2,30,High Spread,SF,ARI,Push
960,960,11/17/19,2019,11,6,1:00 PM,0,0,TB,17,34,NO,NO,-5.0,50.5,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,53,2,0,-17,51,0,1,0,0,23,Medium Spread,NO,TB,NO
961,961,11/17/19,2019,11,6,1:00 PM,0,0,WAS,17,34,NYJ,WAS,-2.0,37.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,41,7,0,-17,51,1,1,0,0,33,Low Spread,NYJ,WAS,NYJ
962,962,11/18/19,2019,11,0,8:30 PM,1,0,LAC,17,24,KC,KC,-5.5,52.5,Estadio Azteca,"Mexico City, Mexico","83,264",19.302911,-99.150442,7200.0,1,63,7,0,-7,41,0,0,0,0,16,Medium Spread,KC,LAC,KC
963,963,11/21/19,2019,12,3,8:30 PM,1,0,HOU,20,17,IND,HOU,-3.5,46.0,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,3,37,1,0,1,0,13,Medium Spread,HOU,IND,IND
964,964,11/24/19,2019,12,6,1:00 PM,0,0,ATL,22,35,TB,ATL,-3.5,51.5,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,-13,57,1,1,0,0,2,Medium Spread,TB,ATL,TB
965,965,11/24/19,2019,12,6,1:00 PM,0,0,BUF,20,3,DEN,BUF,-3.5,37.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,37,7,0,17,23,1,0,1,1,4,Medium Spread,BUF,DEN,BUF
966,966,11/24/19,2019,12,6,1:00 PM,0,0,CHI,19,14,NYG,CHI,-6.0,41.0,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,44,8,0,5,33,1,0,1,0,6,Medium Spread,CHI,NYG,NYG
967,967,11/24/19,2019,12,6,1:00 PM,0,0,CIN,10,16,PIT,PIT,-6.5,37.0,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,43,9,0,-6,26,0,0,0,1,28,Medium Spread,PIT,CIN,CIN
968,968,11/24/19,2019,12,6,1:00 PM,0,0,CLE,41,24,MIA,CLE,-11.0,46.0,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,37,12,0,17,65,1,1,1,1,8,High Spread,CLE,MIA,CLE
969,969,11/24/19,2019,12,6,4:30 PM,0,0,NE,13,9,DAL,NE,-5.5,44.5,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,40,11,0,4,22,1,0,1,0,22,Medium Spread,NE,DAL,DAL
970,970,11/24/19,2019,12,6,1:00 PM,0,0,NO,34,31,CAR,NO,-10.0,46.5,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,3,65,1,1,1,0,23,High Spread,NO,CAR,CAR
971,971,11/24/19,2019,12,6,1:00 PM,0,0,NYJ,34,3,LVR,LVR,-3.0,44.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,41,9,0,31,37,0,0,1,1,19,Low Spread,NYJ,LVR,NYJ
972,972,11/24/19,2019,12,6,1:00 PM,0,0,PHI,9,17,SEA,SEA,-2.0,45.5,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,38,11,0,-8,26,0,0,0,0,29,Low Spread,SEA,PHI,SEA
973,973,11/24/19,2019,12,6,8:30 PM,1,0,SF,37,8,GB,SF,-3.0,48.0,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,66,2,0,29,45,1,0,1,1,30,Low Spread,SF,GB,SF
974,974,11/24/19,2019,12,6,4:00 PM,0,0,TEN,42,20,JAX,TEN,-4.0,42.5,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,53,7,0,22,62,1,1,1,1,32,Medium Spread,TEN,JAX,TEN
975,975,11/24/19,2019,12,6,1:00 PM,0,0,WAS,19,16,DET,DET,-4.0,40.0,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,46,10,0,3,35,0,0,1,1,11,Medium Spread,WAS,DET,WAS
976,976,11/25/19,2019,12,0,8:30 PM,1,0,LAR,6,45,BAL,BAL,-3.5,47.0,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185.0,0,64,3,0,-39,51,0,1,0,0,3,Medium Spread,BAL,LAR,BAL
977,977,11/28/19,2019,13,3,8:30 PM,1,0,ATL,18,26,NO,NO,-7.0,48.0,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,-8,44,0,0,0,0,23,Medium Spread,NO,ATL,NO
978,978,11/28/19,2019,13,3,4:30 PM,0,0,DAL,15,26,BUF,DAL,-6.5,46.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,-11,41,1,0,0,0,9,Medium Spread,BUF,DAL,BUF
979,979,11/28/19,2019,13,3,12:30 PM,0,0,DET,20,24,CHI,CHI,-5.5,37.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,-4,44,0,1,0,1,6,Medium Spread,CHI,DET,DET
980,980,12/1/19,2019,13,6,4:00 PM,0,0,ARI,7,34,LAR,LAR,-2.5,47.0,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,-27,41,0,0,0,0,18,Low Spread,LAR,ARI,LAR
981,981,12/1/19,2019,13,6,1:00 PM,0,0,BAL,20,17,SF,BAL,-5.5,45.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,38,9,0,3,37,1,0,1,0,3,Medium Spread,BAL,SF,SF
982,982,12/1/19,2019,13,6,1:00 PM,0,0,CAR,21,29,WAS,CAR,-10.5,38.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,60,7,0,-8,50,1,1,0,0,5,High Spread,WAS,CAR,WAS
983,983,12/1/19,2019,13,6,1:00 PM,0,0,CIN,22,6,NYJ,NYJ,-3.0,43.0,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,48,14,0,16,28,0,0,1,1,25,Low Spread,CIN,NYJ,CIN
984,984,12/1/19,2019,13,6,4:30 PM,0,0,DEN,23,20,LAC,LAC,-4.5,38.5,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,35,4,0,3,43,0,1,1,1,17,Medium Spread,DEN,LAC,DEN
985,985,12/1/19,2019,13,6,8:30 PM,1,0,HOU,28,22,NE,NE,-3.0,47.0,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,6,50,0,1,1,1,22,Low Spread,HOU,NE,HOU
986,986,12/1/19,2019,13,6,1:00 PM,0,0,IND,17,31,TEN,TEN,-1.0,41.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,-14,48,0,1,0,0,32,Low Spread,TEN,IND,TEN
987,987,12/1/19,2019,13,6,1:00 PM,0,0,JAX,11,28,TB,TB,-3.0,46.5,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,78,14,0,-17,39,0,0,0,0,31,Low Spread,TB,JAX,TB
988,988,12/1/19,2019,13,6,4:30 PM,0,0,KC,40,9,LVR,KC,-10.5,49.5,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,35,12,0,31,49,1,0,1,1,16,High Spread,KC,LVR,KC
989,989,12/1/19,2019,13,6,1:00 PM,0,0,MIA,37,31,PHI,PHI,-10.0,44.5,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,80,10,0,6,68,0,1,1,1,26,High Spread,MIA,PHI,MIA
990,990,12/1/19,2019,13,6,1:00 PM,0,0,NYG,13,31,GB,GB,-6.5,43.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,30,7,0,-18,44,0,1,0,0,12,Medium Spread,GB,NYG,GB
991,991,12/1/19,2019,13,6,1:00 PM,0,0,PIT,20,13,CLE,CLE,-1.0,40.0,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,45,3,0,7,33,0,0,1,1,8,Low Spread,PIT,CLE,PIT
992,992,12/2/19,2019,13,0,8:30 PM,1,0,SEA,37,30,MIN,SEA,-2.5,48.5,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,47,1,0,7,67,1,1,1,1,29,Low Spread,SEA,MIN,SEA
993,993,12/5/19,2019,14,3,8:30 PM,1,0,CHI,31,24,DAL,DAL,-3.0,43.0,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,40,8,0,7,55,0,1,1,1,9,Low Spread,CHI,DAL,CHI
994,994,12/8/19,2019,14,6,4:30 PM,0,0,ARI,17,23,PIT,PIT,-2.5,43.5,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,-6,40,0,0,0,0,28,Low Spread,PIT,ARI,PIT
995,995,12/8/19,2019,14,6,1:00 PM,0,0,ATL,40,20,CAR,ATL,-3.5,48.0,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,20,60,1,1,1,1,2,Medium Spread,ATL,CAR,ATL
996,996,12/8/19,2019,14,6,1:00 PM,0,0,BUF,17,24,BAL,BAL,-6.0,44.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,34,18,0,-7,41,0,0,0,0,3,Medium Spread,BAL,BUF,BAL
997,997,12/8/19,2019,14,6,1:00 PM,0,0,CLE,27,19,CIN,CLE,-6.5,43.5,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,43,14,0,8,46,1,1,1,1,8,Medium Spread,CLE,CIN,CLE
998,998,12/8/19,2019,14,6,1:00 PM,0,0,GB,20,15,WAS,GB,-13.0,42.0,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,38,10,0,5,35,1,0,1,0,12,High Spread,GB,WAS,WAS
999,999,12/8/19,2019,14,6,1:00 PM,0,0,HOU,24,38,DEN,HOU,-8.0,42.5,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,-14,62,1,1,0,0,13,High Spread,DEN,HOU,DEN
1000,1000,12/8/19,2019,14,6,4:00 PM,0,0,JAX,10,45,LAC,LAC,-3.0,42.0,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,63,4,0,-35,55,0,1,0,0,17,Low Spread,LAC,JAX,LAC
1001,1001,12/8/19,2019,14,6,8:30 PM,1,0,LAR,28,12,SEA,LAR,-1.0,47.5,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185.0,0,64,5,0,16,40,1,0,1,1,18,Low Spread,LAR,SEA,LAR
1002,1002,12/8/19,2019,14,6,1:00 PM,0,0,MIN,20,7,DET,MIN,-11.5,44.0,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,13,27,1,0,1,1,21,High Spread,MIN,DET,MIN
1003,1003,12/8/19,2019,14,6,4:30 PM,0,0,NE,16,23,KC,NE,-3.0,48.5,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,32,6,0,-7,39,1,0,0,0,22,Low Spread,KC,NE,KC
1004,1004,12/8/19,2019,14,6,1:00 PM,0,0,NO,46,48,SF,NO,-1.5,45.0,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,-2,94,1,1,0,0,23,Low Spread,SF,NO,SF
1005,1005,12/8/19,2019,14,6,1:00 PM,0,0,NYJ,22,21,MIA,NYJ,-5.0,47.0,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,37,6,0,1,43,1,0,1,0,25,Medium Spread,NYJ,MIA,MIA
1006,1006,12/8/19,2019,14,6,4:30 PM,0,0,LVR,21,42,TEN,TEN,-2.5,47.0,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,58,3,0,-21,63,0,1,0,0,32,Low Spread,TEN,LVR,TEN
1007,1007,12/8/19,2019,14,6,1:00 PM,0,0,TB,38,35,IND,TB,-3.0,46.5,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,76,8,0,3,73,1,1,1,2,31,Low Spread,TB,IND,Push
1008,1008,12/9/19,2019,14,0,8:30 PM,1,0,PHI,23,17,NYG,PHI,-9.5,45.0,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,50,8,0,6,40,1,0,1,0,26,High Spread,PHI,NYG,NYG
1009,1009,12/12/19,2019,15,3,8:30 PM,1,0,BAL,42,21,NYJ,BAL,-17.0,44.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,33,3,0,21,63,1,1,1,1,3,High Spread,BAL,NYJ,BAL
1010,1010,12/15/19,2019,15,6,4:00 PM,0,0,ARI,38,24,CLE,CLE,-3.0,49.0,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,14,62,0,1,1,1,8,Low Spread,ARI,CLE,ARI
1011,1011,12/15/19,2019,15,6,1:00 PM,0,0,CAR,24,30,SEA,SEA,-6.0,48.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,53,4,0,-6,54,0,1,0,2,29,Medium Spread,SEA,CAR,Push
1012,1012,12/15/19,2019,15,6,1:00 PM,0,0,CIN,13,34,NE,NE,-10.5,41.5,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,34,3,0,-21,47,0,1,0,0,22,High Spread,NE,CIN,NE
1013,1013,12/15/19,2019,15,6,4:30 PM,0,0,DAL,44,21,LAR,LAR,-1.0,48.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,23,65,0,1,1,1,18,Low Spread,DAL,LAR,DAL
1014,1014,12/15/19,2019,15,6,1:00 PM,0,0,DET,17,38,TB,TB,-6.0,46.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,-21,55,0,1,0,0,31,Medium Spread,TB,DET,TB
1015,1015,12/15/19,2019,15,6,1:00 PM,0,0,GB,21,13,CHI,GB,-4.5,41.0,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,13,7,0,8,34,1,0,1,1,12,Medium Spread,GB,CHI,GB
1016,1016,12/15/19,2019,15,6,1:00 PM,0,0,KC,23,3,DEN,KC,-9.0,43.0,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,25,8,0,20,26,1,0,1,1,16,High Spread,KC,DEN,KC
1017,1017,12/15/19,2019,15,6,4:00 PM,0,0,LAC,10,39,MIN,MIN,-1.0,45.0,Dignity Health Sports Park,"Carson, California","27,000",33.864,-118.261,10.0,0,63,12,0,-29,49,0,1,0,0,21,Low Spread,MIN,LAC,MIN
1018,1018,12/15/19,2019,15,6,1:00 PM,0,0,NYG,36,20,MIA,NYG,-3.5,46.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,46,15,0,16,56,1,1,1,1,24,Medium Spread,NYG,MIA,NYG
1019,1019,12/15/19,2019,15,6,4:00 PM,0,0,LVR,16,20,JAX,LVR,-6.5,46.0,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,55,6,0,-4,36,1,0,0,0,19,Medium Spread,JAX,LVR,JAX
1020,1020,12/15/19,2019,15,6,8:30 PM,1,0,PIT,10,17,BUF,PIT,-1.0,37.0,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,31,0,0,-7,27,1,0,0,0,28,Low Spread,BUF,PIT,BUF
1021,1021,12/15/19,2019,15,6,4:30 PM,0,0,SF,22,29,ATL,SF,-10.0,49.5,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,55,6,0,-7,51,1,1,0,0,30,High Spread,ATL,SF,ATL
1022,1022,12/15/19,2019,15,6,1:00 PM,0,0,TEN,21,24,HOU,TEN,-3.0,50.0,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,42,4,0,-3,45,1,0,0,0,32,Low Spread,HOU,TEN,HOU
1023,1023,12/15/19,2019,15,6,1:00 PM,0,0,WAS,27,37,PHI,PHI,-6.5,38.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,51,11,0,-10,64,0,1,0,0,26,Medium Spread,PHI,WAS,PHI
1024,1024,12/16/19,2019,15,0,8:30 PM,1,0,NO,34,7,IND,NO,-8.5,49.0,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,27,41,1,0,1,1,23,High Spread,NO,IND,NO
1025,1025,12/21/19,2019,16,5,4:30 PM,0,0,NE,24,17,BUF,NE,-6.5,38.5,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,32,3,0,7,41,1,1,1,1,22,Medium Spread,NE,BUF,NE
1026,1026,12/21/19,2019,16,5,8:30 PM,1,0,SF,34,31,LAR,SF,-7.0,45.5,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,58,5,0,3,65,1,1,1,0,30,Medium Spread,SF,LAR,LAR
1027,1027,12/21/19,2019,16,5,1:00 PM,0,0,TB,20,23,HOU,HOU,-3.0,50.5,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,73,12,0,-3,43,0,0,0,2,13,Low Spread,HOU,TB,Push
1028,1028,12/22/19,2019,16,6,1:00 PM,0,0,ATL,24,12,JAX,ATL,-7.0,48.0,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,12,36,1,0,1,1,2,Medium Spread,ATL,JAX,ATL
1029,1029,12/22/19,2019,16,6,8:30 PM,1,0,CHI,3,26,KC,KC,-7.0,45.5,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,42,10,0,-23,29,0,0,0,0,16,Medium Spread,KC,CHI,KC
1030,1030,12/22/19,2019,16,6,1:00 PM,0,0,CLE,15,31,BAL,BAL,-10.0,49.0,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,44,7,0,-16,46,0,0,0,0,3,High Spread,BAL,CLE,BAL
1031,1031,12/22/19,2019,16,6,4:00 PM,0,0,DEN,27,17,DET,DEN,-7.5,40.0,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,62,3,0,10,44,1,1,1,1,10,Medium Spread,DEN,DET,DEN
1032,1032,12/22/19,2019,16,6,1:00 PM,0,0,IND,38,6,CAR,IND,-7.0,46.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,32,44,1,0,1,1,14,Medium Spread,IND,CAR,IND
1033,1033,12/22/19,2019,16,6,4:00 PM,0,0,LAC,17,24,LVR,LAC,-7.5,45.0,Dignity Health Sports Park,"Carson, California","27,000",33.864,-118.261,10.0,0,65,9,0,-7,41,1,0,0,0,17,Medium Spread,LVR,LAC,LVR
1034,1034,12/22/19,2019,16,6,1:00 PM,0,0,MIA,38,35,CIN,CIN,-1.5,45.0,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,76,14,0,3,73,0,1,1,1,7,Low Spread,MIA,CIN,MIA
1035,1035,12/22/19,2019,16,6,1:00 PM,0,0,NYJ,16,10,PIT,PIT,-3.0,36.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,37,5,0,6,26,0,0,1,1,28,Low Spread,NYJ,PIT,NYJ
1036,1036,12/22/19,2019,16,6,4:30 PM,0,0,PHI,17,9,DAL,DAL,-2.0,46.5,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,44,4,0,8,26,0,0,1,1,9,Low Spread,PHI,DAL,PHI
1037,1037,12/22/19,2019,16,6,4:30 PM,0,0,SEA,13,27,ARI,SEA,-8.0,51.0,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,45,7,0,-14,40,1,0,0,0,29,High Spread,ARI,SEA,ARI
1038,1038,12/22/19,2019,16,6,1:00 PM,0,0,TEN,28,38,NO,NO,-3.0,49.0,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,49,2,0,-10,66,0,1,0,0,23,Low Spread,NO,TEN,NO
1039,1039,12/22/19,2019,16,6,1:00 PM,0,0,WAS,35,41,NYG,NYG,-1.0,42.0,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,41,3,0,-6,76,0,1,0,0,24,Low Spread,NYG,WAS,NYG
1040,1040,12/23/19,2019,16,0,8:30 PM,1,0,MIN,10,23,GB,MIN,-4.0,46.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,-13,33,1,0,0,0,21,Medium Spread,GB,MIN,GB
1041,1041,12/29/19,2019,17,6,4:30 PM,0,0,BAL,28,10,PIT,PIT,-1.0,35.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,46,7,0,18,38,0,1,1,1,28,Low Spread,BAL,PIT,BAL
1042,1042,12/29/19,2019,17,6,1:00 PM,0,0,BUF,6,13,NYJ,NYJ,-1.0,37.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,39,8,0,-7,19,0,0,0,0,25,Low Spread,NYJ,BUF,NYJ
1043,1043,12/29/19,2019,17,6,1:00 PM,0,0,CAR,10,42,NO,NO,-14.0,44.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,65,7,0,-32,52,0,1,0,0,23,High Spread,NO,CAR,NO
1044,1044,12/29/19,2019,17,6,1:00 PM,0,0,CIN,33,23,CLE,CLE,-2.5,43.5,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,60,8,0,10,56,0,1,1,1,8,Low Spread,CIN,CLE,CIN
1045,1045,12/29/19,2019,17,6,4:30 PM,0,0,DAL,47,16,WAS,DAL,-12.5,47.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,31,63,1,1,1,1,9,High Spread,DAL,WAS,DAL
1046,1046,12/29/19,2019,17,6,4:30 PM,0,0,DEN,16,15,LVR,DEN,-4.5,41.0,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,32,2,0,1,31,1,0,1,0,10,Medium Spread,DEN,LVR,LVR
1047,1047,12/29/19,2019,17,6,1:00 PM,0,0,DET,20,23,GB,GB,-13.0,44.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,-3,43,0,0,0,1,12,High Spread,GB,DET,DET
1048,1048,12/29/19,2019,17,6,4:30 PM,0,0,HOU,14,35,TEN,TEN,-10.0,43.0,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,-21,49,0,1,0,0,32,High Spread,TEN,HOU,TEN
1049,1049,12/29/19,2019,17,6,4:30 PM,0,0,JAX,38,20,IND,IND,-5.5,41.5,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,73,4,0,18,58,0,1,1,1,14,Medium Spread,JAX,IND,JAX
